Semiconductor,Theory,Formation_E_per_atom,Decomp_E_pfu,Bandgap,a,b,c,alpha,beta,gamma,Dielectric,SLME
K0.5Ag1.5Mg1Ge1S4_kesterite,HSE+SOC,-0.939931415,-0.466246532,3.483555784,14.61403134,14.22135639,13.42371705,116.6796414,115.9463812,115.8178338,4.11735152,9.298428247
K0.5Ag1.5Mg1Ge1S4_stannite,HSE+SOC,-0.894227247,-0.170626041,1.983817051,14.23624617,13.30660899,14.90673825,108.2704242,116.5983987,114.1615302,2.808969167,30.46080038
K0.5Ag1.5Mg1Ge1Se4_kesterite,HSE+SOC,-0.813271732,-0.159980347,2.062123286,14.82883668,14.93683337,13.46669696,116.5928688,109.5460926,115.2674317,3.983138794,36.61897085
K0.5Ag1.5Mg1Ge1Se4_stannite,HSE+SOC,-0.761918648,0.094974933,1.240984911,14.30252035,14.12396643,15.86708643,112.7680642,108.8534712,110.7526484,4.159203973,37.26180432
K0.5Ag1.5Mg1Ge1Te4_kesterite,HSE+SOC,-0.438223205,0.527460638,1.640005846,15.27477033,15.5908059,14.75220789,111.7876928,110.4127256,110.2647197,6.906570718,39.20752301
K0.5Ag1.5Mg1Ge1Te4_stannite,HSE+SOC,-0.390550435,0.723193472,0.862728871,15.42471322,15.26252793,15.57604225,111.159211,112.8798564,110.3871119,9.042700083,27.39460773
K0.5Ag1.5Mg1Sn1S4_kesterite,HSE+SOC,-0.900316416,-0.073881539,2.759526097,14.8940873,14.76615681,13.35416391,114.2505887,116.2166471,115.6640853,3.610349178,22.60188473
K0.5Ag1.5Mg1Sn1S4_stannite,HSE+SOC,-0.878452324,0.055657989,1.826522754,14.60512721,13.73699421,14.97653966,113.4255407,108.3300117,109.5758277,2.686138379,37.3913993
K0.5Ag1.5Mg1Sn1Se4_kesterite,HSE+SOC,-0.79770891,0.13995734,1.907874633,14.3826435,14.4120632,14.1937716,109.8094908,109.6347247,112.4831102,4.402958884,37.68469676
K0.5Ag1.5Mg1Sn1Se4_stannite,HSE+SOC,-0.804107843,0.304248719,1.241608746,14.41247776,15.01835439,14.72130894,110.2941769,110.5367456,111.1917887,4.267693153,36.76112852
K0.5Ag1.5Mg1Sn1Te4_kesterite,HSE+SOC,-0.371474131,1.203484264,1.591722285,15.80585822,14.91668463,15.06391294,116.661511,115.4726005,115.9419766,7.177244783,39.58394237
K0.5Ag1.5Mg1Sn1Te4_stannite,HSE+SOC,-0.366006033,1.374183388,1.183164616,14.83933324,15.20952806,15.49079461,116.4123298,108.8748512,109.5079317,7.774515895,38.40969861
K0.5Ag1.5Mg1Zr1S4_kesterite,HSE+SOC,-1.413796023,0.985936335,3.483340541,14.41744864,14.83676084,14.4121394,111.9777565,116.0094779,113.1658499,4.227169828,8.206523559
K0.5Ag1.5Mg1Zr1S4_stannite,HSE+SOC,-1.312155829,0.990082751,3.354238309,14.50287342,14.58896629,14.27930572,115.6382551,112.762289,114.8418329,6.414116906,10.35510936
K0.5Ag1.5Mg1Zr1Se4_kesterite,HSE+SOC,-1.173501695,1.448778048,2.632447734,14.395376,14.90078469,15.02332257,111.5289614,109.159263,111.5314488,4.028556292,25.82783837
K0.5Ag1.5Mg1Zr1Se4_stannite,HSE+SOC,-1.162472475,1.334075858,2.635569557,14.6645565,14.91295908,14.49235812,112.2775726,110.3159797,116.0301252,5.563627579,25.50468799
K0.5Ag1.5Mg1Zr1Te4_kesterite,HSE+SOC,-0.807073717,1.040989971,1.916824776,17.32270443,17.04426528,15.27511819,111.1035108,114.2123561,116.8189448,5.756276705,40.00057005
K0.5Ag1.5Mg1Zr1Te4_stannite,HSE+SOC,-0.82959316,0.986208589,1.975692649,16.40540363,15.68164824,16.44485134,114.8481869,116.2384842,114.4042274,7.468575286,39.96898194
K0.5Ag1.5Sr1Sn1Te4_kesterite,HSE+SOC,-0.415835638,3.308564096,1.775161307,15.72622878,15.8901272,15.72212801,114.1422775,116.4415676,113.2065008,7.556678069,39.94584035
K0.5Ag1.5Sr1Zr1S4_kesterite,HSE+SOC,-1.508059879,1.219527996,3.129512479,15.10634015,15.02152149,14.91187131,109.3966878,114.9832023,111.7736262,3.98473607,16.9873384
K0.5Ag1.5Sr1Zr1S4_stannite,HSE+SOC,-1.663836571,0.770709217,3.091185374,15.81790976,16.63622319,12.68236652,109.0730556,116.941069,113.65169,3.805596847,13.92193422
K0.5Ag1.5Sr1Zr1Se4_kesterite,HSE+SOC,-1.361987474,2.406543845,2.714773749,15.2800551,14.86035885,15.12889907,108.6877285,110.5137012,109.6967927,4.853321609,25.78954003
K0.5Ag1.5Sr1Zr1Te4_kesterite,HSE+SOC,-0.738603088,4.081582395,1.759007311,15.13309626,15.51241193,15.77357556,115.3850347,109.5424486,116.1900801,6.735154638,42.10471503
K0.5Ag1.5Zn1Ge1S4_kesterite,HSE+SOC,-0.712044043,-0.564677112,2.598757919,14.59619136,14.135992,12.78611698,108.9962607,113.5507682,114.1563049,2.792966039,24.85644184
K0.5Ag1.5Zn1Ge1Se4_kesterite,HSE+SOC,-0.6304287,-0.186955935,1.822642628,14.80153942,15.37895331,13.04882066,110.8990144,109.952631,112.7254146,4.692839179,39.29364104
K0.5Ag1.5Zn1Ge1Se4_stannite,HSE+SOC,-0.569213502,0.242523535,0.845022566,14.18766651,13.7776101,15.00251545,114.3107535,114.3450962,113.0763917,5.650884391,24.3256723
K0.5Ag1.5Zn1Ge1Te4_kesterite,HSE+SOC,-0.308978823,0.388400481,1.336779326,15.775691,16.14203968,14.33929138,109.6832354,108.4572844,115.1570203,9.647544698,38.30443438
K0.5Ag1.5Zn1Sn1S4_kesterite,HSE+SOC,-0.691448559,-0.231280171,2.243001194,14.26989384,14.81168642,13.83801762,113.7355441,113.311856,108.3679494,4.041147346,31.55875305
K0.5Ag1.5Zn1Sn1S4_stannite,HSE+SOC,-0.675344386,-0.057223789,1.485529304,13.6859642,13.53251553,15.13607544,112.9666648,113.5283351,112.1059829,3.512827273,40.59910355
K0.5Ag1.5Zn1Sn1Se4_kesterite,HSE+SOC,-0.622628992,0.041140439,1.533295808,15.28414741,14.66653149,13.68761647,116.8956688,109.9802567,108.6851118,5.415850578,41.05043826
K0.5Ag1.5Zn1Sn1Se4_stannite,HSE+SOC,-0.619241645,0.236380916,0.732524613,14.84567517,14.41351919,15.25793244,109.4049922,114.1152022,112.1430221,5.790275783,23.13784283
K0.5Ag1.5Zn1Sn1Te4_kesterite,HSE+SOC,-0.308838012,0.779640941,1.305451624,15.20984513,16.04295579,15.05924865,112.5572923,113.4705435,112.9529428,9.008125939,37.04645968
K0.5Ag1.5Zn1Sn1Te4_stannite,HSE+SOC,-0.284274367,0.981777066,0.432333609,14.82162881,15.28499419,15.75318127,114.9920615,115.9332844,112.8460465,11.70010506,7.124305273
K0.5Ag1.5Zn1Zr1S4_kesterite,HSE+SOC,-1.159082852,0.915952307,2.621119716,14.1942119,14.93300962,13.42834275,114.8953761,108.6618888,108.2620565,3.977817778,24.76240964
K0.5Ag1.5Zn1Zr1Se4_kesterite,HSE+SOC,-1.020728006,1.383989799,2.064279109,14.41906752,15.22119162,14.11311187,108.3978614,110.8652715,109.9648144,4.306694835,35.29538656
K0.5Ag1.5Zn1Zr1Te4_kesterite,HSE+SOC,-0.542335338,2.091966599,1.359639216,15.00121681,15.24805899,15.71650218,108.5461817,110.2656132,116.3547331,7.996430077,36.88792495
K0.5Cs0.5Ag1Ba1Ge1Te4_kesterite,HSE+SOC,-0.705440432,1.629957237,1.126133596,16.7153085,17.27313766,17.0049734,109.3032363,113.1456847,111.3318573,4.822889071,33.76396491
K0.5Cs0.5Ag1Ba1Zr1Te4_kesterite,HSE+SOC,-1.225920179,0.932453185,2.534786579,19.29203462,19.52966873,15.00077173,112.3867441,109.9458599,124.5164692,5.698289518,27.05826741
K0.5Cs0.5Ag1Ba1Zr1Te4_stannite,HSE+SOC,-1.247976633,0.866623992,2.553947769,18.37120259,18.21865714,16.63750507,110.9232861,111.2740278,109.3849261,4.597395339,28.50745592
K0.5Cs0.5Ag1Ca1Zr1S4_stannite,HSE+SOC,-1.654094209,1.317655706,3.708131134,14.48669921,15.01729931,14.75225411,116.0990461,112.5387585,114.8233725,4.066980237,4.677488268
K0.5Cs0.5Ag1Cd1Ge1S4_stannite,HSE+SOC,-0.708915685,-0.353957885,1.844204216,13.7123764,14.66789382,15.2045989,110.2474056,115.8642054,109.1148258,5.098760312,38.21708313
K0.5Cs0.5Ag1Cd1Sn1S4_stannite,HSE+SOC,-0.687675588,0.139591856,1.801210805,14.87469785,14.54023336,14.75179812,115.7712005,114.1392104,113.957974,5.019041381,39.57151952
K0.5Cs0.5Ag1Cd1Zr1Te4_stannite,HSE+SOC,-0.64398983,2.040534309,1.251074449,16.06667389,15.93204975,16.85617331,113.3403429,112.9561347,114.4586819,7.329330148,38.18824043
K0.5Cs0.5Ag1Mg1Ge1Se4_stannite,HSE+SOC,-0.91475421,0.225423879,1.562373712,14.55608459,14.20212585,15.56969772,111.8526263,111.5422041,110.0354743,3.329413925,39.15977992
K0.5Cs0.5Ag1Mg1Sn1S4_stannite,HSE+SOC,-1.012597982,0.214461898,2.282996472,14.4080821,14.20413677,15.18800168,115.1081719,115.0445445,116.6419828,4.003975714,32.69393348
K0.5Cs0.5Ag1Mg1Sn1Se4_stannite,HSE+SOC,-0.859403879,0.53856889,1.544121719,15.33337971,14.29201103,15.38149892,112.5563065,115.1066563,111.3841607,4.095728523,38.53712632
K0.5Cs0.5Ag1Mg1Sn1Te4_stannite,HSE+SOC,-0.408833148,1.993462202,0.899709832,15.71306992,15.68242458,15.73267051,108.1868068,108.81889,116.8848058,6.281267742,27.34727172
K0.5Cs0.5Ag1Mg1Zr1S4_stannite,HSE+SOC,-1.531828506,1.068778293,2.815605012,14.92801283,14.69986097,15.52450186,114.8015209,115.1254169,109.2950146,4.744052591,21.05038339
K0.5Cs0.5Ag1Mg1Zr1Se4_stannite,HSE+SOC,-1.337156784,1.500375398,2.555437577,14.5581641,14.79968731,15.88001205,110.9186641,115.2429822,112.2641687,2.708164119,27.69952453
K0.5Cs0.5Ag1Mg1Zr1Te4_stannite,HSE+SOC,-0.721923279,2.493610314,1.649948615,15.18852479,15.8613483,16.03809883,112.6596015,114.5039132,112.5227833,6.685050973,39.19656387
K0.5Cs0.5Ag1Sr1Ge1Se4_stannite,HSE+SOC,-1.164887674,-0.259575937,2.382402962,16.45757534,17.31137411,14.66759921,116.4790653,111.3219835,110.4779502,4.287329177,27.55293233
K0.5Cs0.5Ag1Sr1Sn1Te4_stannite,HSE+SOC,-0.455322811,3.937058873,1.696076774,15.75450653,15.76576319,16.13362944,111.6167305,113.1828471,108.8860779,6.338491923,40.38544724
K0.5Cs0.5Ag1Zn1Ge1S4_stannite,HSE+SOC,-0.800500035,-0.275107317,2.263261909,13.74502682,13.47891736,17.1647602,116.6444078,116.6866768,113.6423178,4.36477466,34.05483048
K0.5Cs0.5Ag1Zn1Ge1Se4_stannite,HSE+SOC,-0.69496549,0.498233799,1.075329269,14.00669722,13.93168669,15.93157871,111.3009064,113.1222865,114.957897,4.511281875,32.08384194
K0.5Cs0.5Ag1Zn1Sn1S4_stannite,HSE+SOC,-0.759726721,0.125153927,1.835737394,14.10663364,13.63711435,15.97961789,112.5774495,112.4508681,109.0931909,4.049249517,39.92200962
K0.5Cs0.5Ag1Zn1Sn1Se4_stannite,HSE+SOC,-0.689906713,0.587908223,1.058029195,14.27260545,14.61367188,16.29820805,115.3799683,112.9150583,116.9265499,4.537157162,32.35697279
K0.5Cs0.5Ag1Zn1Sn1Te4_kesterite,HSE+SOC,-0.479741051,0.465792372,0.988025593,17.96995896,17.34756411,13.44735467,112.9722503,110.7290195,116.6036193,7.568357003,32.08324076
K0.5Cs0.5Ag1Zn1Sn1Te4_stannite,HSE+SOC,-0.513701757,-0.089252999,0.460543799,15.40134867,15.28095167,18.32170434,108.2681224,113.6471746,108.6509789,9.326070259,9.692105258
K0.5Cs0.5Ag1Zn1Zr1S4_stannite,HSE+SOC,-1.273872644,1.035673375,2.159465906,14.08770445,13.86668929,15.66472574,116.318682,112.4777208,111.5612236,5.376251954,34.32610275
K0.5Cs0.5Al0.5Ga0.5S1Se1_stannite,HSE+SOC,-1.299442132,-0.19624876,1.482285999,13.97230809,14.00584906,20.09491705,110.2032424,111.5973922,108.6489947,4.381728883,34.49520533
K0.5Cs0.5Al0.5Ga0.5S1Te1_stannite,HSE+SOC,-1.036854314,0.177970186,0.637362626,14.5889739,14.10812551,20.32217852,109.9719416,115.143918,114.1115664,5.044261774,16.5469966
K0.5Cs0.5Al0.5Ga0.5S2_kesterite,HSE+SOC,-1.602846031,-1.093205748,5.231385729,17.45204941,17.81018254,10.92149113,108.9448132,108.3026534,114.1304901,2.755196863,0.001594408
K0.5Cs0.5Al0.5Ga0.5Se2_kesterite,HSE+SOC,-1.425152681,-0.883292223,3.756619449,18.96545396,18.17857677,10.72857827,114.9441423,108.4718474,115.8218889,3.203571722,6.184100621
K0.5Cs0.5Al0.5Ga0.5Se2_stannite,HSE+SOC,-1.250720455,-0.124153701,2.003388039,13.59036371,13.66070918,19.39475471,115.6824731,115.1718462,116.883566,4.135705871,34.3700265
K0.5Cs0.5Al0.5In0.5S1Se1_kesterite,HSE+SOC,-1.471257492,-0.949475999,4.022879477,17.51275917,17.9327959,10.88776626,108.2490158,116.4714278,116.9185071,2.381965523,3.927916364
K0.5Cs0.5Al0.5In0.5S1Se1_stannite,HSE+SOC,-1.293128657,-0.361993417,2.156952478,13.99248937,14.11868128,19.46452733,111.6274379,112.8332333,111.307109,4.251987204,34.10930645
K0.5Cs0.5Al0.5In0.5Se1Te1_stannite,HSE+SOC,-1.028662012,-0.187321072,0.921336579,14.47089215,14.66665757,19.97732573,115.1638605,110.965673,114.6106916,5.039410111,25.84415139
K0.5Cs0.5Al0.5In0.5Te2_kesterite,HSE+SOC,-1.024976413,-0.733921005,2.728454061,19.33399033,20.77919057,12.50022573,109.3712369,110.7401746,110.2156233,5.586497661,24.55124694
K0.5Cs0.5Al0.5In0.5Te2_stannite,HSE+SOC,-0.895588104,-0.153340879,1.117760447,16.07988138,15.24248502,21.11513931,114.3760174,111.9531463,108.0887664,5.549408393,34.85377746
K0.5Cs0.5Al1S2_kesterite,HSE+SOC,-1.67692415,-1.042881963,5.469916299,16.91355682,17.74211673,10.4605629,115.4590437,113.8835868,110.2596103,3.037664414,0
K0.5Cs0.5Al1Se2_kesterite,HSE+SOC,-1.588384784,-0.890779726,4.572638502,18.3384242,17.80338242,10.48074347,113.7117523,116.5902143,108.3571796,4.063552432,1.29529438
K0.5Cs0.5Al1Se2_stannite,HSE+SOC,-1.402532699,-0.170645902,1.879988658,14.11526692,13.56461175,20.14300438,113.2011996,112.7798523,109.9412188,3.811712202,34.70134236
K0.5Cs0.5Al1Te2_kesterite,HSE+SOC,-1.143210153,-0.627564336,3.428301293,19.6642638,19.66060219,11.50673871,114.6346776,115.115588,115.0648123,6.159921121,11.04443651
K0.5Cs0.5Al1Te2_stannite,HSE+SOC,-0.963784789,0.044968089,1.646427816,15.2115412,15.35882619,21.34554485,115.0536511,110.9396467,108.5743668,5.565076917,38.0247966
K0.5Cs0.5Cu0.5Ag0.5Ba1Ge1Se4_stannite,HSE+SOC,-1.156740456,0.173531779,2.194298048,15.44708505,16.13855759,14.36958681,110.2358359,116.2045207,112.4481827,3.797755065,34.51927494
K0.5Cs0.5Cu0.5Ag0.5Ca1Ge1S4_stannite,HSE+SOC,-1.332644122,-0.497832635,1.045187619,15.96479139,15.05325294,14.60022302,110.2149193,110.8668831,116.8782819,4.219560425,27.65919901
K0.5Cs0.5Cu0.5Ag0.5Cd1Ge1S4_stannite,HSE+SOC,-0.784644176,-0.519884996,2.068434922,13.64618109,13.9514665,15.06675861,116.1163209,115.6289744,111.8085574,5.8188834,35.77463048
K0.5Cs0.5Cu0.5Ag0.5Cd1Ge1Te4_stannite,HSE+SOC,-0.476143632,-0.186757088,0.700690852,15.00147307,15.57348917,17.82315332,112.9720154,115.6394763,116.5637508,8.558893838,18.47258526
K0.5Cs0.5Cu0.5Ag0.5Cd1Zr1Se4_stannite,HSE+SOC,-1.19988423,0.811281094,1.603978848,14.88975396,15.57431335,16.21292515,109.20499,108.0005413,114.6769377,5.740243686,40.12587609
K0.5Cs0.5Cu0.5Ag0.5Cd1Zr1Te4_stannite,HSE+SOC,-0.538175571,2.518870927,1.164481024,15.93798573,16.089528,15.41840018,115.8112459,111.1088345,111.6046697,7.680175011,34.70526426
K0.5Cs0.5Cu0.5Ag0.5Mg0.5Zn0.5Ge1S1Se1Te2_kesterite,HSE+SOC,-0.689212581,0.065584578,1.98349431,15.92816488,15.64353791,14.0413518,116.283776,108.1679442,120.1074964,7.442234519,38.69363644
K0.5Cs0.5Cu0.5Ag0.5Mg1Sn1Se4_stannite,HSE+SOC,-0.996808832,-0.075471584,1.608975632,15.37459816,14.50340254,15.45753023,110.7932455,111.1243797,116.558492,7.418463185,40.77498002
K0.5Cs0.5Cu0.5Ag0.5Sr1Ge1Se4_stannite,HSE+SOC,-1.143570627,0.162200628,2.347261355,16.16426402,16.14430743,15.13460189,112.1875128,109.9064055,116.3011572,3.961032905,30.4723201
K0.5Cs0.5Cu0.5Ag0.5Zn1Ge1Te4_stannite,HSE+SOC,-0.490626676,-0.036278976,0.393581416,15.72228278,15.56119127,18.49675539,115.8991412,113.6866058,111.8399963,10.77438147,5.641313796
K0.5Cs0.5Cu0.5Ag0.5Zn1Sn1Te4_stannite,HSE+SOC,-0.388531118,0.855326822,0.671659299,15.22617909,15.06264607,16.80083585,109.9602684,112.7578833,109.8447844,8.438903505,16.9279958
K0.5Cs0.5Cu1Ba1Sn1S4_stannite,HSE+SOC,-1.316369586,-0.756954408,2.533730094,15.74593651,15.8268596,14.47967535,114.0379581,114.1787254,116.1775626,5.049666117,25.36312415
K0.5Cs0.5Cu1Mg1Ge1S4_stannite,HSE+SOC,-1.10428398,-0.495409843,2.298047495,13.94395633,14.1554709,15.73811029,115.3672557,113.9703221,109.0110191,5.435571428,31.51514994
K0.5Cs0.5Cu1Mg1Ge1Te4_stannite,HSE+SOC,-0.471821768,0.7572024,1.226016638,15.10279246,15.70506985,15.69239656,108.2414223,116.7913033,111.9138407,6.822303911,36.11969647
K0.5Cs0.5Cu1Mg1Zr1S4_stannite,HSE+SOC,-1.562553672,0.667514708,2.393339279,14.33802971,14.36352518,15.24744538,108.4720905,115.8875403,112.5803195,5.057982619,28.71727158
K0.5Cs0.5Cu1Mg1Zr1Se4_stannite,HSE+SOC,-1.394085679,0.918368892,2.153938981,14.15020524,15.24362911,16.18657943,108.1152939,113.3581253,115.2128872,5.36641255,34.58459896
K0.5Cs0.5Cu1Sr1Sn1Se4_kesterite,HSE+SOC,-1.027051156,1.847098051,1.408213122,15.33489749,15.2376413,15.79848774,116.6375619,111.6359393,108.7651469,5.603777178,39.81425711
K0.5Cs0.5Cu1Zn1Sn1S4_stannite,HSE+SOC,-0.85816996,-0.417822943,1.983274034,13.73633368,13.88587452,15.10855931,111.2655957,116.7467017,112.6602943,6.586949784,36.77794568
K0.5Cs0.5Ga1S2_kesterite,HSE+SOC,-1.436608818,-1.061048983,4.584066758,17.126595,17.79239578,10.58249046,109.6128662,114.1085776,113.2504252,3.75283317,1.395873268
K0.5Cs0.5Ga1S2_stannite,HSE+SOC,-1.254105861,-0.226049794,2.032348906,13.82759471,13.25525767,19.36032983,108.5966514,108.2586271,115.8587366,4.61763858,33.46753641
K0.5Cs0.5Ga1Se2_kesterite,HSE+SOC,-1.351850524,-0.846118742,3.26125783,17.7974279,17.77795994,10.3902161,108.3133857,114.0116966,111.7124073,5.802583729,13.63238807
K0.5Cs0.5Ga1Se2_stannite,HSE+SOC,-1.121861387,-0.04663943,1.815314913,13.84827578,14.41182698,19.38512761,113.0143995,110.1719459,108.6488036,4.076362944,37.99476483
K0.5Cs0.5Ga1Te2_kesterite,HSE+SOC,-0.937662786,-0.544085906,2.503778956,19.87159979,20.6023788,11.22594671,111.9102949,113.7714559,115.4133888,7.052200665,29.34121706
K0.5Cs0.5Ga1Te2_stannite,HSE+SOC,-0.79050897,0.189203094,0.606967821,15.09522695,15.15534308,21.87909782,112.5426236,113.4368475,108.0201085,6.559399013,17.22673003
K0.5Cs0.5In1S1Se1_stannite,HSE+SOC,-1.104661486,-0.379444157,1.901806506,14.03407709,14.54413131,20.54584146,108.5189321,112.9895534,108.9287043,4.261051232,36.76144805
K0.5Cs0.5In1S2_kesterite,HSE+SOC,-1.317925422,-0.979032269,3.518131562,17.69672375,18.45506255,10.92939072,115.255509,108.9499875,116.4616884,3.98019529,8.722313965
K0.5Cs0.5In1S2_stannite,HSE+SOC,-1.164930717,-0.467063963,2.877982441,14.67859777,13.6083141,19.65694655,114.2928681,110.4464838,110.917693,2.705432685,20.67558397
K0.5Cs0.5In1Se2_kesterite,HSE+SOC,-1.296534121,-0.811399058,2.575036617,19.30877641,19.37433958,11.34501598,109.5998161,110.8593838,112.0135267,5.453921726,25.05756387
K0.5Cs0.5In1Te2_kesterite,HSE+SOC,-0.990277386,-0.8189831,2.172012605,21.23513071,20.59758113,11.43639338,113.442094,115.9962433,113.2937287,6.848739752,36.18221188
K0.5Cs1.5Ba1Ge1S4_kesterite,HSE+SOC,-1.389334423,0.612185957,3.273157413,15.99535707,15.4902057,14.98284503,109.0346469,111.8178688,110.4128446,3.548559263,13.55279949
K0.5Cs1.5Ba1Sn1Se4_stannite,HSE+SOC,-1.140326115,2.476554148,2.975938269,16.03003418,15.55660574,16.37628351,115.6167716,112.0413073,108.9417806,3.100766356,19.00530375
K0.5Cs1.5Ba1Zr1S4_kesterite,HSE+SOC,-1.840947015,1.536468269,3.949598229,15.77855287,16.05080378,16.42420883,111.0059681,109.7072409,115.4788584,3.461293056,2.842342268
K0.5Cs1.5Ba1Zr1S4_stannite,HSE+SOC,-1.856034437,1.674919862,4.262758712,15.9065973,15.29389659,16.48146003,114.2520455,115.2958204,115.8002921,2.281715804,1.458835707
K0.5Cs1.5Ba1Zr1Se4_kesterite,HSE+SOC,-1.885289719,0.586107744,2.713118058,19.75064908,19.67463057,15.2353138,112.915491,115.2378354,115.7213686,2.820133021,21.80550958
K0.5Cs1.5Ba1Zr1Se4_stannite,HSE+SOC,-1.976869392,0.776604965,3.976745033,17.47500715,17.24888817,19.21936923,109.0617088,108.0180394,114.1612962,4.955026702,3.671330419
K0.5Cs1.5Ca1Ge1S4_stannite,HSE+SOC,-1.360602883,0.986592445,3.229246221,14.95537649,14.98872166,17.58439619,115.7043616,111.9411688,109.7014525,1.508346321,11.9226531
K0.5Cs1.5Ca1Sn1S4_kesterite,HSE+SOC,-1.394152993,0.660674349,3.939618762,15.64452457,16.35247894,14.62608172,108.8081896,113.9831386,108.118101,2.998359432,3.034810637
K0.5Cs1.5Ca1Sn1S4_stannite,HSE+SOC,-1.311924053,1.289621332,3.256976285,15.53445962,14.80899617,16.46302213,109.5162658,116.0523731,112.7995726,1.904555607,11.78131966
K0.5Cs1.5Ca1Sn1Se4_kesterite,HSE+SOC,-1.297914932,1.50797619,3.3377668,16.15286321,16.41045924,15.74918016,116.4411503,108.9847153,108.3751788,2.773179632,11.16170515
K0.5Cs1.5Ca1Zr1S4_stannite,HSE+SOC,-1.941426301,1.790885984,4.169318754,15.14748547,15.84371632,16.61619998,113.8789852,116.3635029,112.340421,2.941418822,3.125369356
K0.5Cs1.5Ca1Zr1Se4_kesterite,HSE+SOC,-1.723513936,1.959966602,3.766143268,16.84855366,16.8960819,15.33890437,115.431417,108.8911748,114.7054629,3.575242296,5.310328101
K0.5Cs1.5Ca1Zr1Se4_stannite,HSE+SOC,-1.773688891,2.396980164,3.367535448,15.63374744,15.53922526,17.5169484,114.6399295,112.1972899,112.404601,2.964618992,8.974845039
K0.5Cs1.5Ca1Zr1Te4_stannite,HSE+SOC,-1.078546388,3.837907644,2.607002621,16.77874917,17.13865362,17.81006427,108.7235537,109.6119997,116.0657834,3.589575257,26.92196162
K0.5Cs1.5Cd1Ge1S4_stannite,HSE+SOC,-0.803331932,0.889310951,2.564218594,14.47370614,14.08634348,17.03713161,115.4796637,110.0107582,112.4696505,2.52121098,25.65701329
K0.5Cs1.5Cd1Sn1S4_stannite,HSE+SOC,-0.735879688,1.747051585,2.48444937,14.78824542,14.7667964,16.36027798,108.9539433,113.8502266,115.7533689,2.246719935,25.80807727
K0.5Cs1.5Cd1Sn1Se4_stannite,HSE+SOC,-0.622708675,3.074417396,1.841930432,15.73965745,15.7178322,17.06501725,110.8764048,109.8399625,112.9258901,2.863209975,38.35393742
K0.5Cs1.5Cd1Zr1S4_stannite,HSE+SOC,-1.263138802,2.424907151,2.402609197,15.11069308,15.18678363,15.79957959,113.5571825,113.6806287,114.0306331,3.219340267,26.9829071
K0.5Cs1.5Cd1Zr1Se4_stannite,HSE+SOC,-1.087185469,3.728109177,1.954566543,15.67757733,14.84819203,16.07327205,108.9573759,115.9896606,109.4891646,3.59924286,34.63509018
K0.5Cs1.5Cd1Zr1Te4_kesterite,HSE+SOC,-1.094157075,0.038783239,2.048389051,20.07634887,20.73316954,12.71319262,114.9246865,108.8703156,110.571395,6.426930641,35.86996666
K0.5Cs1.5Cd1Zr1Te4_stannite,HSE+SOC,-1.037979101,0.919561709,1.465374434,15.79749068,16.68857741,20.65094335,108.5262043,114.1290657,111.7939475,5.592336357,38.85507268
K0.5Cs1.5Mg1Ge1S4_kesterite,HSE+SOC,-1.335635998,-0.599231958,4.699663682,15.7904301,16.4075618,13.21257546,113.8861651,115.2596453,111.9154857,3.542200516,0.756294029
K0.5Cs1.5Mg1Ge1S4_stannite,HSE+SOC,-1.138614194,0.779300762,2.952280787,14.13428399,14.38411373,17.273704,116.2252282,109.0708033,114.4015526,2.009978005,16.40848277
K0.5Cs1.5Mg1Ge1Se4_kesterite,HSE+SOC,-1.296828519,-1.47548947,3.690666945,18.92024198,18.87054207,10.83815152,111.1231681,116.0335387,109.8153511,2.09345915,7.034719653
